Gender,Class,Event,Round,Rank,Athlete,Team,Mark,DQRule,Points,Wind,Leg1,Leg2,Leg3,Leg4
Boys,Class 3,1500 Meter Run,Finals,10,Aquane Johnson,Winston Jones High,4:34.77,,0.0,,,,,
Boys,Class 3,1500 Meter Run,Finals,11,Caballaro Walters,St. Thomas,4:38.09,,0.0,,,,,
Boys,Class 3,1500 Meter Run,Finals,12,Jermaine Fender,Jamaica College,4:39.05,,0.0,,,,,
Boys,Class 3,1500 Meter Run,Finals,13,Nathaniel Wallace,Steths,4:43.29,,0.0,,,,,
Boys,Class 3,1500 Meter Run,Finals,14,Kemar Vernon,Charlemont High,4:49.03,,0.0,,,,,
Boys,Class 3,1500 Meter Run,Finals,--,Joshua Hyde,Wolmer's Boys School,DNF,,0.0,,,,,
Girls,Class 2,1500 Meter Run,Finals,1,Shaquena Foote,Petersfield High,4:40.41,,9.0,,,,,
Girls,Class 2,1500 Meter Run,Finals,2,Delverna Bromfiel,Holmwood Technical High,4:42.10,,7.0,,,,,
Girls,Class 2,1500 Meter Run,Finals,3,Theresa Graham,Spaldings High,4:43.35,,6.0,,,,,
Girls,Class 2,1500 Meter Run,Finals,4,Britney Brown,The Queens School,4:45.28,,5.0,,,,,
Girls,Class 2,1500 Meter Run,Finals,5,Zenon Kerr,Hydel High,4:48.13,,4.0,,,,,
Girls,Class 2,1500 Meter Run,Finals,6,Kris-ann Plummer,Vere Technical High,4:57.33,,3.0,,,,,
Girls,Class 2,1500 Meter Run,Finals,7,Jeniel Jones,Edwin Allen High,5:00.74,,2.0,,,,,
Girls,Class 2,1500 Meter Run,Finals,8,Shadae Findley,Steths,5:01.00,,1.0,,,,,
Girls,Class 2,1500 Meter Run,Finals,9,Jhenell Weathers,Bellefield High,5:02.18,,0.0,,,,,
Girls,Class 2,1500 Meter Run,Finals,10,Alecia Young,Vere Technical High,5:07.59,,0.0,,,,,
Girls,Class 2,1500 Meter Run,Finals,11,Zoey-ann Wint,Manchester High,5:14.28,,0.0,,,,,
Girls,Class 2,1500 Meter Run,Finals,--,Abigail Pinnock,St. Mary High,DNF,,0.0,,,,,
Boys,Class 2,1500 Meter Run,Finals,1,Kevroy Venson,Calabar High,3:57.06,,9.0,,,,,
Boys,Class 2,1500 Meter Run,Finals,2,Rivaldo Marshall,Calabar High,3:58.43,,7.0,,,,,
Boys,Class 2,1500 Meter Run,Finals,3,J'Voughnn Blake,Jamaica College,3:59.07,,6.0,,,,,
Boys,Class 2,1500 Meter Run,Finals,4,Giovouni Henry,Kingston College,4:04.94,,5.0,,,,,
Boys,Class 2,1500 Meter Run,Finals,5,Gianni Henry,Kingston College,4:11.06,,4.0,,,,,
Boys,Class 2,1500 Meter Run,Finals,6,Kirk Dawkins,Ascot High,4:12.50,,3.0,,,,,
Boys,Class 2,1500 Meter Run,Finals,7,Romoy Grant,Bellefield High,4:13.01,,2.0,,,,,
Boys,Class 2,1500 Meter Run,Finals,8,Henrick Nelson,St. Jago High,4:13.69,,1.0,,,,,
Boys,Class 2,1500 Meter Run,Finals,9,Noel Ellis,Campion College,4:15.95,,0.0,,,,,
Boys,Class 2,1500 Meter Run,Finals,10,Quwayne Reid,Holmwood Technical High,4:21.89,,0.0,,,,,
Boys,Class 2,1500 Meter Run,Finals,11,Richardo Thompson,Cornwall College,4:37.95,,0.0,,,,,
Girls,Class 1,1500 Meter Run,Finals,1,Chrissani May,Holmwood Technical High,4:36.76,,9.0,,,,,
Girls,Class 1,1500 Meter Run,Finals,2,Kara Grant,Edwin Allen High,4:37.67,,7.0,,,,,
Girls,Class 1,1500 Meter Run,Finals,3,Brittney Campbell,Holmwood Technical High,4:39.10,,6.0,,,,,
Girls,Class 1,1500 Meter Run,Finals,4,Britnie Dixon,Vere Technical High,4:41.30,,5.0,,,,,
Girls,Class 1,1500 Meter Run,Finals,5,Monifa Green,Hydel High,4:57.30,,4.0,,,,,
Girls,Class 1,1500 Meter Run,Finals,6,Emily Coley,Hydel High,5:07.70,,3.0,,,,,
Girls,Class 1,1500 Meter Run,Finals,7,Yashema Clarke,Rusea's High,5:14.17,,2.0,,,,,
Girls,Class 1,1500 Meter Run,Finals,8,Tameria Howell,St. Mary High,5:15.67,,1.0,,,,,
Girls,Class 1,1500 Meter Run,Finals,9,Aaliyah Gordon,The Queens School,5:33.99,,0.0,,,,,
Girls,Class 1,1500 Meter Run,Finals,10,Terry Chambers,St. Catherine High,5:38.95,,0.0,,,,,
Girls,Class 1,1500 Meter Run,Finals,--,Aneisha Ingram,Edwin Allen High,DNF,,0.0,,,,,
Girls,Class 1,1500 Meter Run,Finals,--,Sovereena Silburn,St. Jago High,DNF,,0.0,,,,,
Boys,Class 1,1500 Meter Run,Finals,1,Javon-taye Williams,Calabar High,3:55.43,,9.0,,,,,
Boys,Class 1,1500 Meter Run,Finals,2,Shemar Salmon,Steths,3:57.32,,7.0,,,,,
Boys,Class 1,1500 Meter Run,Finals,3,Kimar Farquharson,Calabar High,3:58.33,,6.0,,,,,
Boys,Class 1,1500 Meter Run,Finals,4,Nicholas Elliott,Kingston College,3:58.67,,5.0,,,,,
Boys,Class 1,1500 Meter Run,Finals,5,Keenan Lawrence,St. Jago High,3:59.09,,4.0,,,,,
Boys,Class 1,1500 Meter Run,Finals,6,Davian Gray,Spaldings High,3:59.93,,3.0,,,,,
Boys,Class 1,1500 Meter Run,Finals,7,Kevin Smith,Wolmer's Boys School,4:02.88,,2.0,,,,,
Boys,Class 1,1500 Meter Run,Finals,8,Dwayne Moore,Spaldings High,4:03.97,,1.0,,,,,
Boys,Class 1,1500 Meter Run,Finals,9,Rajeeb Haye,Maggotty High,4:06.47,,0.0,,,,,
Boys,Class 1,1500 Meter Run,Finals,10,Leon Clarke,St. Jago High,4:06.87,,0.0,,,,,
Boys,Class 1,1500 Meter Run,Finals,11,Shemar Reid,Clarendon College,4:07.61,,0.0,,,,,
Boys,Class 1,1500 Meter Run,Finals,12,Rackeem Davis,Jamaica College,4:09.90,,0.0,,,,,
Girls,Open,400 Meter Hurdles,Finals,1,Shiann Salmon,Hydel High,55.78R,,9.0,,,,,
Girls,Open,400 Meter Hurdles,Finals,2,Sanique Walker,Vere Technical High,58.03,,7.0,,,,,
Girls,Open,400 Meter Hurdles,Finals,3,Moisha Barnes,Edwin Allen High,58.63,,6.0,,,,,
Girls,Open,400 Meter Hurdles,Finals,4,Lavaun Stephenson,St. Jago High,58.76,,5.0,,,,,
Girls,Open,400 Meter Hurdles,Finals,5,Johnelle Thomas,St. Catherine High,59.82,,4.0,,,,,
Girls,Open,400 Meter Hurdles,Finals,6,Lashanna Graham,Edwin Allen High,59.90,,3.0,,,,,
Girls,Open,400 Meter Hurdles,Finals,7,Terice Steen,Rusea's High,1:00.16,,2.0,,,,,
Girls,Open,400 Meter Hurdles,Finals,8,Winsome Harris,Steths,1:01.82,,1.0,,,,,
Boys,Class 2,400 Meter Hurdles,Finals,1,Dean Clarke,Calabar High,52.67,,9.0,,,,,
Boys,Class 2,400 Meter Hurdles,Finals,2,Devontie Archer,Excelsior High,52.72,,7.0,,,,,
Boys,Class 2,400 Meter Hurdles,Finals,3,Andre Leslie,Calabar High,52.90,,6.0,,,,,
Boys,Class 2,400 Meter Hurdles,Finals,4,Bradley Spencer,Wolmer's Boys School,53.67,,5.0,,,,,
Boys,Class 2,400 Meter Hurdles,Finals,5,Kimarlie Stewart,Wolmer's Boys School,54.77,,4.0,,,,,
Boys,Class 2,400 Meter Hurdles,Finals,6,Clinton Simmonds,St. Jago High,54.86,,3.0,,,,,
Boys,Class 2,400 Meter Hurdles,Finals,7,Justin Mitchell,Jamaica College,56.38,,2.0,,,,,
Boys,Class 2,400 Meter Hurdles,Finals,8,Shanthamoi Brown,Kingston College,59.78,,1.0,,,,,
Boys,Class 1,400 Meter Hurdles,Finals,1,Rovane Williams,Rhodes Hall High,49.94R,,9.0,,,,,
Boys,Class 1,400 Meter Hurdles,Finals,2,Malik James-king,Calabar High,50.03,,7.0,,,,,
Boys,Class 1,400 Meter Hurdles,Finals,3,Jauavney James,Steths,50.07,,6.0,,,,,
Boys,Class 1,400 Meter Hurdles,Finals,4,Phillip Lemonios,Jamaica College,51.41,,5.0,,,,,
Boys,Class 1,400 Meter Hurdles,Finals,5,Dashinelle Dyer,Steths,52.50,,4.0,,,,,
Boys,Class 1,400 Meter Hurdles,Finals,6,Sean Kalawan,Edwin Allen High,53.60,,3.0,,,,,
Boys,Class 1,400 Meter Hurdles,Finals,7,Akeem Wallace,St. Andrew Tech,54.73,,2.0,,,,,
Boys,Class 1,400 Meter Hurdles,Finals,8,Javed Jones,B. B. Coke High,55.28,,1.0,,,,,
Girls,Class 4,100 Meter Dash,Finals,1,Alana Reid,Hydel High,11.97,,9.0,0.9,,,,
Girls,Class 4,100 Meter Dash,Finals,2,Quaycian Davis,St. Jago High,12.31,,7.0,0.9,,,,
Girls,Class 4,100 Meter Dash,Finals,3,Shanise Ellis,Manchester High,12.33,,6.0,0.9,,,,
Girls,Class 4,100 Meter Dash,Finals,4,Ma-avian Williams,Excelsior High,12.42,,5.0,0.9,,,,
Girls,Class 4,100 Meter Dash,Finals,5,Alyshia Phipps,Wolmer's Girls School,12.44,,4.0,0.9,,,,
Girls,Class 4,100 Meter Dash,Finals,6,Anne-lie Waite,Spaldings High,12.45,,3.0,0.9,,,,
Girls,Class 4,100 Meter Dash,Finals,7,Carleta Bernard,Mount Alvernia High,12.77,,2.0,0.9,,,,
Girls,Class 4,100 Meter Dash,Finals,8,Kerrica Hill,Hydel High,13.66,,1.0,0.9,,,,
Girls,Class 3,100 Meter Dash,Finals,1,Tia Clayton,Edwin Allen High,11.56,,9.0,0.7,,,,
Girls,Class 3,100 Meter Dash,Finals,2,Serena Cole,Edwin Allen High,11.70,,7.0,0.7,,,,
Girls,Class 3,100 Meter Dash,Finals,3,Brianna Lyston,St. Jago High,11.71,,6.0,0.7,,,,
Girls,Class 3,100 Meter Dash,Finals,4,Danae Nembhard,St. Jago High,11.81,,5.0,0.7,,,,
Girls,Class 3,100 Meter Dash,Finals,5,Sashieka Steele,Holmwood Technical High,11.83,,4.0,0.7,,,,
Girls,Class 3,100 Meter Dash,Finals,6,Shenese Walker,Hydel High,11.92,,3.0,0.7,,,,
Girls,Class 3,100 Meter Dash,Finals,7,Shenequa Vassell,Mount Alvernia High,12.00,,2.0,0.7,,,,
Girls,Class 3,100 Meter Dash,Finals,8,Onanda Lowe,Immaculate Conception High,12.19,,1.0,0.7,,,,
Boys,Class 3,100 Meter Dash,Finals,1,Bouwahjgie Nkrumie,Kingston College,10.79R,,9.0,0.6,,,,
Boys,Class 3,100 Meter Dash,Finals,2,Adrian Kerr,Kingston College,10.81,,7.0,0.6,,,,
Boys,Class 3,100 Meter Dash,Finals,3,David Lynch,Calabar High,11.08,,6.0,0.6,,,,
Boys,Class 3,100 Meter Dash,Finals,4,Roshane Mcleod,Steths,11.12,,5.0,0.6,,,,
Boys,Class 3,100 Meter Dash,Finals,5,Elado Coltas,Calabar High,11.27,,4.0,0.6,,,,
Boys,Class 3,100 Meter Dash,Finals,6,Krishaun Corrodus,Jamaica College,11.30,,3.0,0.6,,,,
Boys,Class 3,100 Meter Dash,Finals,7,Jalan Bennett,Camperdown High,11.32,,2.0,0.6,,,,
Boys,Class 3,100 Meter Dash,Finals,8,Rajaun Watson,Manchester High,11.69,,1.0,0.6,,,,
Girls,Class 2,100 Meter Dash,Finals,1,Kevona Davis,Edwin Allen High,11.16R,,9.0,0.9,,,,
Girls,Class 2,100 Meter Dash,Finals,2,Ray-donna Lee,Hydel High,11.58,,7.0,0.9,,,,
Girls,Class 2,100 Meter Dash,Finals,3,Julien Alfred,St. Catherine High,11.64,,6.0,0.9,,,,
Girls,Class 2,100 Meter Dash,Finals,4,Krystal Sloley,Campion College,11.67,,5.0,0.9,,,,
Girls,Class 2,100 Meter Dash,Finals,5,Thennelle William,St. Jago High,11.77,,4.0,0.9,,,,
Girls,Class 2,100 Meter Dash,Finals,6,Hughasia Fyffe,Immaculate Conception High,11.93,,3.0,0.9,,,,
Girls,Class 2,100 Meter Dash,Finals,7,Kayla Bonnick,St. Jago High,11.93,,2.0,0.9,,,,
Girls,Class 2,100 Meter Dash,Finals,8,Kimberly Baker,Holmwood Technical High,12.03,,1.0,0.9,,,,
Boys,Class 2,100 Meter Dash,Finals,1,Sachin Dennis,Steths,10.20R,,9.0,2.0,,,,
Boys,Class 2,100 Meter Dash,Finals,2,Terrique Stennett,Kingston College,10.37,,7.0,2.0,,,,
Boys,Class 2,100 Meter Dash,Finals,3,Conroy Jones,Steths,10.52,,6.0,2.0,,,,
Boys,Class 2,100 Meter Dash,Finals,4,Andre Bent,William Knibb,10.56,,5.0,2.0,,,,
Boys,Class 2,100 Meter Dash,Finals,5,Daniel Chambers,St. Jago High,10.57,,4.0,2.0,,,,
Boys,Class 2,100 Meter Dash,Finals,6,Rajay Morris,Clarendon College,10.69,,3.0,2.0,,,,
Boys,Class 2,100 Meter Dash,Finals,7,Shakur Williams,Meadowbrook High,10.86,,2.0,2.0,,,,
Boys,Class 2,100 Meter Dash,Finals,8,Justin Emmanuel,Papine High,10.89,,1.0,2.0,,,,
Girls,Class 1,100 Meter Dash,Finals,1,Kasheika Cameron,Edwin Allen High,11.29,,9.0,1.2,,,,
Girls,Class 1,100 Meter Dash,Finals,2,Michae Harriott,Holmwood Technical High,11.44,,7.0,1.2,,,,
Girls,Class 1,100 Meter Dash,Finals,3,Ockera Myrie,Petersfield High,11.45,,6.0,1.2,,,,
Girls,Class 1,100 Meter Dash,Finals,4,Yanique Dayle,Hydel High,11.58,,5.0,1.2,,,,
Girls,Class 1,100 Meter Dash,Finals,5,Kelliesha King,Holmwood Technical High,11.69,,4.0,1.2,,,,
Girls,Class 1,100 Meter Dash,Finals,6,Sharikae Campbell,Hydel High,11.76,,3.0,1.2,,,,
Girls,Class 1,100 Meter Dash,Finals,7,Fredricka Mckenzie,Edwin Allen High,11.77,,2.0,1.2,,,,
Girls,Class 1,100 Meter Dash,Finals,8,Kimone Shaw,St. Jago High,11.95,,1.0,1.2,,,,
Boys,Class 1,100 Meter Dash,Finals,1,Tyreke Wilson,Calabar High,10.21,,9.0,,,,,
Boys,Class 1,100 Meter Dash,Finals,2,Ryiem Robertson,Jamaica College,10.28,,7.0,,,,,
Boys,Class 1,100 Meter Dash,Finals,3,Xavier Nairne,Wolmer's Boys School,10.42,,6.0,,,,,
Boys,Class 1,100 Meter Dash,Finals,4,Kimani Gardner,Excelsior High,10.44,,5.0,,,,,
Boys,Class 1,100 Meter Dash,Finals,5,Roshaun Rowe,Kingston College,10.45,,4.0,,,,,
Boys,Class 1,100 Meter Dash,Finals,6,Michali Everett,Jamaica College,10.46,,3.0,,,,,
Boys,Class 1,100 Meter Dash,Finals,7,Jhevaughn Matherson,Kingston College,18.74,,2.0,,,,,
Boys,Class 1,100 Meter Dash,Finals,--,Michael Stephens,Calabar High,DNF,,0.0,,,,,
Girls,Open,200 Meter Run Heptathlon,,1,Janealia Brown,St. Jago High,26.19,,0.0,,,,,
Girls,Open,200 Meter Run Heptathlon,,2,Beyonce Sinclair,St. Hugh's High,26.61,,0.0,,,,,
Girls,Open,200 Meter Run Heptathlon,,3,Jodian Dennis,Clarendon College,26.91,,0.0,,,,,
Girls,Open,200 Meter Run Heptathlon,,4,Tiana Wilson,Mount Alvernia High,26.98,,0.0,,,,,
Girls,Open,200 Meter Run Heptathlon,,5,Shannel Waite,Merlene Ottey High,28.24,,0.0,,,,,
Girls,Open,200 Meter Run Heptathlon,,6,Corsella Cameron,Tacius Golding High,28.46,,0.0,,,,,
Girls,Open,200 Meter Run Heptathlon,,1,Peter-gay Mckenzie,Edwin Allen High,24.08R,,0.0,,,,,
Girls,Open,200 Meter Run Heptathlon,,2,Ashanti Moore,Hydel High,24.21R,,0.0,,,,,
Girls,Open,200 Meter Run Heptathlon,,3,Maricia Spence,Holmwood Technical High,24.95R,,0.0,,,,,
Girls,Open,200 Meter Run Heptathlon,,4,Thaila Wilson,Vere Technical High,26.13,,0.0,,,,,
Girls,Open,200 Meter Run Heptathlon,,5,Marney Mussenden,Rusea's High,26.25,,0.0,,,,,
Girls,Open,200 Meter Run Heptathlon,,6,Jamila Alexander,Mannings High,26.31,,0.0,,,,,
Girls,Open,200 Meter Run Heptathlon,,7,Seana'kaye Wright,Excelsior High,29.02,,0.0,,,,,
Girls,Open,Long Jump Heptathlon,Finals,1,Ashanti Moore,Hydel High,5.43mR,,0.0,0.6,,,,
Girls,Open,Long Jump Heptathlon,Finals,2,Peter-gay Mckenzie,Edwin Allen High,5.41mR,,0.0,0.9,,,,
Girls,Open,Long Jump Heptathlon,Finals,3,Beyonce Sinclair,St. Hugh's High,5.31mR,,0.0,1.1,,,,
Girls,Open,Long Jump Heptathlon,Finals,4,Thaila Wilson,Vere Technical High,5.26mR,,0.0,-0.7,,,,
Girls,Open,Long Jump Heptathlon,Finals,4,Maricia Spence,Holmwood Technical High,5.26m,,0.0,2.5,,,,
Girls,Open,Long Jump Heptathlon,Finals,6,Seana'kaye Wright,Excelsior High,5.00mR,,0.0,+0.0,,,,
Girls,Open,Long Jump Heptathlon,Finals,7,Jamila Alexander,Mannings High,4.96mR,,0.0,-0.6,,,,
Girls,Open,Long Jump Heptathlon,Finals,8,Marney Mussenden,Rusea's High,4.88mR,,0.0,-0.8,,,,
Girls,Open,Long Jump Heptathlon,Finals,9,Janealia Brown,St. Jago High,4.79m,,0.0,1.8,,,,
Girls,Open,Long Jump Heptathlon,Finals,10,Tiana Wilson,Mount Alvernia High,4.66m,,0.0,1.7,,,,
Girls,Open,Long Jump Heptathlon,Finals,11,Shannel Waite,Merlene Ottey High,4.59m,,0.0,0.7,,,,
Girls,Open,Long Jump Heptathlon,Finals,12,Jodian Dennis,Clarendon College,4.40m,,0.0,1.8,,,,
Girls,Open,Long Jump Heptathlon,Finals,13,Corsella Cameron,Tacius Golding High,4.05m,,0.0,2.1,,,,
Boys,Open,Javelin Throw,Finals,1,Alex Williams,William Knibb,56.60m,,9.0,,,,,
Boys,Open,Javelin Throw,Finals,2,Brandon Mclaren,Rusea's High,54.74m,,7.0,,,,,
Boys,Open,Javelin Throw,Finals,3,Santino Anglin,Petersfield High,54.08m,,6.0,,,,,
Boys,Open,Javelin Throw,Finals,4,Tajay Broomfield,Jamaica College,53.43m,,5.0,,,,,
Boys,Open,Javelin Throw,Finals,5,Delroy Millwood,Morant Bay High,51.84m,,4.0,,,,,
Boys,Open,Javelin Throw,Finals,6,Choy Jones,Papine High,51.83m,,3.0,,,,,
Boys,Open,Javelin Throw,Finals,7,Shavaine Mcfarlane,Buff Bay High,50.87m,,2.0,,,,,
Boys,Open,Javelin Throw,Finals,8,Kobie Henry,Calabar High,50.45m,,1.0,,,,,
Boys,Open,Javelin Throw,Finals,9,Kymani Kirby,Jamaica College,49.75m,,0.0,,,,,
Boys,Open,Javelin Throw,Finals,10,Shakwon Coke,Kingston College,46.18m,,0.0,,,,,
Boys,Open,Javelin Throw,Finals,11,Tyrece Beckford,Excelsior High,45.31m,,0.0,,,,,
Boys,Open,Javelin Throw,Finals,12,Clifton Clarke,Wolmer's Boys School,42.83m,,0.0,,,,,
Girls,Class 2,High Jump,Finals,1,Daniella Anglin,Herbert Morrison,1.80m,,9.0,,,,,
Girls,Class 2,High Jump,Finals,2,Janique Burgher,Edwin Allen High,1.75m,,7.0,,,,,
Girls,Class 2,High Jump,Finals,3,Thaila Wilson,Vere Technical High,1.75m,,6.0,,,,,
Girls,Class 2,High Jump,Finals,4,Kaliah Jones,Excelsior High,1.70m,,4.0,,,,,
Girls,Class 2,High Jump,Finals,4,Abigale Mullings,Edwin Allen High,1.70m,,4.0,,,,,
Girls,Class 2,High Jump,Finals,4,Ramona Hylton,Camperdown High,1.70m,,4.0,,,,,
Girls,Class 2,High Jump,Finals,7,Roschell Clayton,Montego Bay High,1.70m,,2.0,,,,,
Girls,Class 2,High Jump,Finals,8,Rhianna Phipps,Hydel High,1.70m,,1.0,,,,,
Girls,Class 2,High Jump,Finals,9,Shannon Bailey,Wolmer's Girls School,1.70m,,0.0,,,,,
Girls,Class 2,High Jump,Finals,10,Kadian Myer,Lacovia High,1.65m,,0.0,,,,,
Girls,Class 2,High Jump,Finals,10,Calleisha Chance,Vere Technical High,1.65m,,0.0,,,,,
Girls,Class 2,High Jump,Finals,10,Nia Robinson,Rusea's High,1.65m,,0.0,,,,,
Girls,Class 2,High Jump,Finals,10,Sashell Robinson,Hydel High,1.65m,,0.0,,,,,
Girls,Class 3,400 Meter Dash,Finals,1,Rickiann Russell,Holmwood Technical High,53.60,,9.0,,,,,
Girls,Class 3,400 Meter Dash,Finals,2,Oneika Mcannuff,Hydel High,53.77,,7.0,,,,,
Girls,Class 3,400 Meter Dash,Finals,3,Toriann Noad,Holmwood Technical High,55.25,,6.0,,,,,
Girls,Class 3,400 Meter Dash,Finals,4,Donnell Hartley,The Queens School,55.88,,5.0,,,,,
Girls,Class 3,400 Meter Dash,Finals,5,Safhia Hinds,St. Jago High,56.24,,4.0,,,,,
Girls,Class 3,400 Meter Dash,Finals,6,Leanna Lewis,Edwin Allen High,56.51,,3.0,,,,,
Girls,Class 3,400 Meter Dash,Finals,7,Dejona Simpson,Hydel High,56.52,,2.0,,,,,
Girls,Class 3,400 Meter Dash,Finals,8,Shevanae Thomas,Manchester High,56.53,,1.0,,,,,
Boys,Class 3,400 Meter Dash,Finals,1,Lavoughn Douglas,Calabar High,49.38,,9.0,,,,,
Boys,Class 3,400 Meter Dash,Finals,2,Adrian Nethersole,Steths,49.59,,7.0,,,,,
Boys,Class 3,400 Meter Dash,Finals,3,Tyreese Williams,Kingston College,49.83,,6.0,,,,,
Boys,Class 3,400 Meter Dash,Finals,4,Lenox Barrett,Kingston College,50.70,,5.0,,,,,
Boys,Class 3,400 Meter Dash,Finals,5,Garth Henry,Calabar High,50.94,,4.0,,,,,
Boys,Class 3,400 Meter Dash,Finals,6,Domonic Atkinstall,Wolmer's Boys School,51.64,,3.0,,,,,
Boys,Class 3,400 Meter Dash,Finals,7,Jehlani Gordon,Wolmer's Boys School,51.86,,2.0,,,,,
Boys,Class 3,400 Meter Dash,Finals,8,Tahj Hamm,Holmwood Technical High,52.06,,1.0,,,,,
Girls,Class 2,400 Meter Dash,Finals,1,Daniella Deer,Holmwood Technical High,53.06,,9.0,,,,,
Girls,Class 2,400 Meter Dash,Finals,2,Janielle Josephs,St. Andrew,53.24,,7.0,,,,,
Girls,Class 2,400 Meter Dash,Finals,3,Garriel White,Hydel High,53.34,,6.0,,,,,
Girls,Class 2,400 Meter Dash,Finals,4,Nickisha Pryce,Vere Technical High,53.50,,5.0,,,,,
Girls,Class 2,400 Meter Dash,Finals,5,Nattesha Palmer,Holmwood Technical High,53.67,,4.0,,,,,
Girls,Class 2,400 Meter Dash,Finals,6,Selisa Palmer,Edwin Allen High,54.72,,3.0,,,,,
Girls,Class 2,400 Meter Dash,Finals,7,Dorian Nelson,Excelsior High,54.92,,2.0,,,,,
Girls,Class 2,400 Meter Dash,Finals,8,Britney Brown,The Queens School,54.97,,1.0,,,,,
Boys,Class 2,400 Meter Dash,Finals,1,Antonio Watson,Petersfield High,47.08,,9.0,,,,,
Boys,Class 2,400 Meter Dash,Finals,2,Evaldo Whitehorne,Calabar High,47.15,,7.0,,,,,
Boys,Class 2,400 Meter Dash,Finals,3,Zidane Brown,Glenmuir High,47.73,,6.0,,,,,
Boys,Class 2,400 Meter Dash,Finals,4,Kalonji Grant,St. George's,47.98,,5.0,,,,,
Boys,Class 2,400 Meter Dash,Finals,5,Shanthamoi Brown,Kingston College,48.37,,4.0,,,,,
Boys,Class 2,400 Meter Dash,Finals,6,Malachi Johnson,Excelsior High,48.69,,3.0,,,,,
Boys,Class 2,400 Meter Dash,Finals,7,Rasheim Williams,Wolmer's Boys School,48.79,,2.0,,,,,
Boys,Class 2,400 Meter Dash,Finals,--,Raheim Scott,Rusea's High,FS,,0.0,,,,,
Girls,Class 1,400 Meter Dash,Finals,1,Shiann Salmon,Hydel High,52.05,,9.0,,,,,
Girls,Class 1,400 Meter Dash,Finals,2,Charokee Young,Hydel High,52.82,,7.0,,,,,
Girls,Class 1,400 Meter Dash,Finals,3,Stacey-Ann Williams,Steths,53.30,,6.0,,,,,
Girls,Class 1,400 Meter Dash,Finals,4,Shalysa Wray,St. Jago High,54.21,,5.0,,,,,
Girls,Class 1,400 Meter Dash,Finals,5,Shanamarie Staple,Lacovia High,54.64,,4.0,,,,,
Girls,Class 1,400 Meter Dash,Finals,6,Kimorla Muschette,Edwin Allen High,55.33,,3.0,,,,,
Girls,Class 1,400 Meter Dash,Finals,7,Kadeja Campbell,Holmwood Technical High,55.94,,2.0,,,,,
Girls,Class 1,400 Meter Dash,Finals,--,Sanique Walker,Vere Technical High,DNF,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Finals,1,Dashawn Morris,Kingston College,45.09,,9.0,,,,,
Boys,Class 1,400 Meter Dash,Finals,2,Anthony Carpenter,Calabar High,45.47,,7.0,,,,,
Boys,Class 1,400 Meter Dash,Finals,3,Chevannie Hanson,Edwin Allen High,46.03,,6.0,,,,,
Boys,Class 1,400 Meter Dash,Finals,4,Shemar Chambers,Calabar High,46.18,,5.0,,,,,
Boys,Class 1,400 Meter Dash,Finals,5,Colby Jennings,Jamaica College,46.73,,4.0,,,,,
Boys,Class 1,400 Meter Dash,Finals,6,Andy Williams,St. Jago High,46.99,,3.0,,,,,
Boys,Class 1,400 Meter Dash,Finals,7,Tevin Evans,St. Andrew Tech,47.25,,2.0,,,,,
Boys,Class 1,400 Meter Dash,Finals,--,Anthony Cox,St. Jago High,DNF,,0.0,,,,,
Girls,Class 3,Long Jump,Finals,1,Shantae Foreman,Excelsior High,5.82m,,9.0,-0.4,,,,
Girls,Class 3,Long Jump,Finals,2,Paula-ann Chambers,Edwin Allen High,5.80m,,7.0,2.3,,,,
Girls,Class 3,Long Jump,Finals,3,Jada Barrucks,St. Andrew,5.47m,,6.0,-0.3,,,,
Girls,Class 3,Long Jump,Finals,4,Vashti Grey,The Queens School,5.37m,,5.0,0.2,,,,
Girls,Class 3,Long Jump,Finals,5,Dayshanae Hall,St. Jago High,5.33m,,4.0,0.3,,,,
Girls,Class 3,Long Jump,Finals,6,Davia Nichol,St. Andrew,5.33m,,3.0,0.3,,,,
Girls,Class 3,Long Jump,Finals,7,Shante Mcfarlane,Immaculate Conception High,5.30m,,2.0,-0.5,,,,
Girls,Class 3,Long Jump,Finals,8,Sashanti Hinds,Hydel High,5.24m,,1.0,0.8,,,,
Girls,Class 3,Long Jump,Finals,9,Kay-lagay Clarke,St. Jago High,5.22m,,0.0,,,,,
Girls,Class 3,Long Jump,Finals,10,Suzzette Palmer,Holmwood Technical High,5.07m,,0.0,,,,,
Girls,Class 3,Long Jump,Finals,11,Sherika Christie,Hydel High,5.02m,,0.0,,,,,
Girls,Class 3,Long Jump,Finals,12,Paula-marie Brown,Mount Alvernia High,4.90m,,0.0,,,,,
Girls,Class 1,Shot Put,Finals,1,Fiona Richards,Edwin Allen High,14.93mR,,9.0,,,,,
Girls,Class 1,Shot Put,Finals,2,Aiko Jones,Wolmer's Girls School,14.07m,,7.0,,,,,
Girls,Class 1,Shot Put,Finals,3,Gabrielle Bailey,St. Jago High,13.94m,,6.0,,,,,
Girls,Class 1,Shot Put,Finals,4,Tavoy Housen,Excelsior High,13.31m,,5.0,,,,,
Girls,Class 1,Shot Put,Finals,5,Tyest Bryan,Hydel High,12.63m,,4.0,,,,,
Girls,Class 1,Shot Put,Finals,6,Shaday Hudson,Holmwood Technical High,12.44m,,3.0,,,,,
